Name,Team,Opp,Score,Rec,Yds,Avg,TD,FUM
Brandin Cooks,NO,@ ARI,W  48-41,7,186,26.6,2,0
Tyler Lockett,SEA,vs LA,W  24-3,7,130,18.6,1,0
Jordy Nelson,GB,@ CHI,W  30-27,7,124,17.7,0,0
Golden Tate,DET,@ NYG,L  6-17,8,122,15.2,0,0
DeSean Jackson,WAS,vs CAR,L  15-26,7,111,15.9,0,0
Aldrick Robinson,ATL,vs SF,W  41-13,4,111,27.8,0,0
Deonte Thompson,CHI,vs GB,L  27-30,8,110,13.8,0,0
Jarvis Landry,MIA,@ NYJ,W  34-13,3,108,36.0,1,0
Rishard Matthews,TEN,@ KC,W  19-17,4,105,26.2,0,1
Cameron Meredith,CHI,vs GB,L  27-30,9,104,11.6,0,0
Kyle Rudolph,MIN,vs IND,L  6-34,8,97,12.1,0,0
Brandon LaFell,CIN,vs PIT,L  20-24,7,91,13.0,0,0
Demaryius Thomas,DEN,vs NE,L  3-16,7,91,13.0,0,0
Alshon Jeffery,CHI,vs GB,L  27-30,6,89,14.8,1,0
DeAndre Hopkins,HOU,vs JAX,W  21-20,8,87,10.9,0,0
Jared Cook,GB,@ CHI,W  30-27,6,85,14.2,0,0
Ryan Griffin,HOU,vs JAX,W  21-20,8,85,10.6,0,0
Greg Olsen,CAR,@ WAS,W  26-15,6,85,14.2,0,0
Dez Bryant,DAL,vs TB,W  26-20,8,82,10.2,0,0
Jeremy Maclin,KC,vs TEN,L  17-19,6,82,13.7,0,0
John Brown,ARI,vs NO,L  41-48,5,81,16.2,1,0
Robby Anderson,NYJ,vs MIA,L  13-34,4,80,20.0,1,0
Zach Ertz,PHI,@ BAL,L  26-27,6,80,13.3,0,0
Pierre Garcon,WAS,vs CAR,L  15-26,7,78,11.1,0,0
Bilal Powell,NYJ,vs MIA,L  13-34,11,78,7.1,0,0
Willie Snead,NO,@ ARI,W  48-41,8,76,9.5,0,0
Julian Edelman,NE,@ DEN,W  16-3,6,75,12.5,0,0
Eli Rogers,PIT,@ CIN,W  24-20,5,75,15.0,1,0
Cameron Brate,TB,@ DAL,L  20-26,5,73,14.6,1,0
Charles Clay,BUF,vs CLE,W  33-13,7,72,10.3,1,0
Ladarius Green,PIT,@ CIN,W  24-20,5,72,14.4,0,0
Dontrelle Inman,,vs OAK,L  16-19,5,68,13.6,0,0
Odell Beckham,NYG,vs DET,W  17-6,6,64,10.7,1,0
Quincy Enunwa,NYJ,vs MIA,L  13-34,5,64,12.8,0,0
Ted Ginn,CAR,@ WAS,W  26-15,4,64,16.0,1,0
Duke Johnson,CLE,@ BUF,L  13-33,5,62,12.4,0,0
Michael Crabtree,OAK,@,W  19-16,6,60,10.0,1,0
Taylor Gabriel,ATL,vs SF,W  41-13,3,60,20.0,1,0
Mike Wallace,BAL,vs PHI,W  27-26,2,60,30.0,0,0
Mike Evans,TB,@ DAL,L  20-26,4,59,14.8,0,0
Jerick McKinnon,MIN,vs IND,L  6-34,9,59,6.6,0,0
Antonio Brown,PIT,@ CIN,W  24-20,3,58,19.3,0,0
Larry Fitzgerald,ARI,vs NO,L  41-48,7,57,8.1,0,1
Travis Benjamin,,vs OAK,L  16-19,2,56,28.0,1,0
Sterling Shepard,NYG,vs DET,W  17-6,4,56,14.0,1,0
David Johnson,ARI,vs NO,L  41-48,4,55,13.8,0,0
Delanie Walker,TEN,@ KC,W  19-17,6,55,9.2,0,0
DeMarco Murray,TEN,@ KC,W  19-17,5,52,10.4,0,0
Kenny Stills,MIA,@ NYJ,W  34-13,1,52,52.0,1,0
Michael Thomas,NO,@ ARI,W  48-41,7,52,7.4,1,0
Zach Zenner,DET,@ NYG,L  6-17,4,52,13.0,0,1
Jason Witten,DAL,vs TB,W  26-20,10,51,5.1,0,1
Kenny Britt,LA,@ SEA,L  3-24,4,50,12.5,0,0
Phillip Dorsett,IND,@ MIN,W  34-6,1,50,50.0,1,0
Charles Johnson,MIN,vs IND,L  6-34,5,50,10.0,0,0
Erik Swoope,IND,@ MIN,W  34-6,3,50,16.7,1,0
Adam Humphries,TB,@ DAL,L  20-26,2,49,24.5,1,0
Cordarrelle Patterson,MIN,vs IND,L  6-34,5,49,9.8,0,0
Cole Beasley,DAL,vs TB,W  26-20,4,48,12.0,0,0
Emmanuel Sanders,DEN,vs NE,L  3-16,3,48,16.0,0,0
Rob Kelley,WAS,vs CAR,L  15-26,4,47,11.8,0,0
Brian Quick,LA,@ SEA,L  3-24,3,46,15.3,0,0
Blake Bell,SF,@ ATL,L  13-41,1,45,45.0,0,0
T.Y. Hilton,IND,@ MIN,W  34-6,3,45,15.0,0,0
Terrance West,BAL,vs PHI,W  27-26,4,45,11.2,0,0
Mohamed Sanu,ATL,vs SF,W  41-13,3,44,14.7,0,0
Marquise Goodwin,BUF,vs CLE,W  33-13,3,43,14.3,0,0
Corey Brown,CAR,@ WAS,W  26-15,3,42,14.0,0,0
Will Fuller,HOU,vs JAX,W  21-20,4,42,10.5,0,0
Jermaine Gresham,ARI,vs NO,L  41-48,3,42,14.0,0,0
Marvin Jones,DET,@ NYG,L  6-17,3,41,13.7,0,0
Travis Kelce,KC,vs TEN,L  17-19,3,41,13.7,0,0
Jeff Heuerman,DEN,vs NE,L  3-16,2,40,20.0,0,0
Steve Smith,BAL,vs PHI,W  27-26,2,40,20.0,1,0
Le'Veon Bell,PIT,@ CIN,W  24-20,5,38,7.6,0,0
J.J. Nelson,ARI,vs NO,L  41-48,5,38,7.6,1,0
Hunter Henry,,vs OAK,L  16-19,3,37,12.3,1,0
Eric Ebron,DET,@ NYG,L  6-17,4,36,9.0,0,0
Doug Baldwin,SEA,vs LA,W  24-3,5,35,7.0,1,0
Gary Barnidge,CLE,@ BUF,L  13-33,2,35,17.5,0,0
Martellus Bennett,NE,@ DEN,W  16-3,2,35,17.5,0,0
A.J. Derby,DEN,vs NE,L  3-16,4,35,8.8,0,0
Wendall Williams,HOU,vs JAX,W  21-20,2,34,17.0,0,0
T.J. Yeldon,JAX,@ HOU,L  20-21,5,34,6.8,0,0
Andrew Hawkins,CLE,@ BUF,L  13-33,1,33,33.0,0,0
Jack Doyle,IND,@ MIN,W  34-6,4,32,8.0,0,0
Jimmy Graham,SEA,vs LA,W  24-3,1,31,31.0,0,0
Dion Sims,MIA,@ NYJ,W  34-13,4,31,7.8,2,0
Travaris Cadet,NO,@ ARI,W  48-41,5,30,6.0,1,0
Levine Toilolo,ATL,vs SF,W  41-13,1,30,30.0,0,0
Terrance Williams,DAL,vs TB,W  26-20,3,30,10.0,0,0
Aaron Burbridge,SF,@ ATL,L  13-41,2,29,14.5,0,0
Victor Cruz,NYG,vs DET,W  17-6,1,29,29.0,0,0
Ezekiel Elliott,DAL,vs TB,W  26-20,3,29,9.7,0,0
Amari Cooper,OAK,@,W  19-16,1,28,28.0,0,0
Ed Dickson,CAR,@ WAS,W  26-15,1,28,28.0,0,0
MarQueis Gray,MIA,@ NYJ,W  34-13,3,28,9.3,0,0
Jeremy Kerley,SF,@ ATL,L  13-41,5,28,5.6,0,0
Mike Tolbert,CAR,@ WAS,W  26-15,3,28,9.3,1,0
Jordan Matthews,PHI,@ BAL,L  26-27,6,27,4.5,0,0
Seth Roberts,OAK,@,W  19-16,2,27,13.5,0,0
Chris Harper,SF,@ ATL,L  13-41,3,26,8.7,0,0
Lamar Miller,HOU,vs JAX,W  21-20,2,26,13.0,0,0
Chris Thompson,WAS,vs CAR,L  15-26,5,26,5.2,0,0
Bryan Walters,JAX,@ HOU,L  20-21,2,26,13.0,0,0
Davante Adams,GB,@ CHI,W  30-27,2,25,12.5,0,0
Kenjon Barner,PHI,@ BAL,L  26-27,2,25,12.5,0,0
Freddie Martino,TB,@ DAL,L  20-26,1,25,25.0,0,0
Will Tye,NYG,vs DET,W  17-6,4,25,6.2,0,0
Spencer Ware,KC,vs TEN,L  17-19,3,25,8.3,0,0
Fozzy Whittaker,CAR,@ WAS,W  26-15,1,25,25.0,0,0
Corey Coleman,CLE,@ BUF,L  13-33,3,24,8.0,0,0
Jamison Crowder,WAS,vs CAR,L  15-26,4,24,6.0,0,1
Chester Rogers,IND,@ MIN,W  34-6,3,24,8.0,0,0
James White,NE,@ DEN,W  16-3,3,24,8.0,0,0
Vernon Davis,WAS,vs CAR,L  15-26,4,23,5.8,0,0
Brittan Golden,ARI,vs NO,L  41-48,2,23,11.5,0,1
Andre Holmes,OAK,@,W  19-16,1,23,23.0,0,0
Jordan Howard,CHI,vs GB,L  27-30,4,23,5.8,0,0
Garrett Celek,SF,@ ATL,L  13-41,2,22,11.0,1,0
Robert Turbin,IND,@ MIN,W  34-6,2,22,11.0,0,0
Brice Butler,DAL,vs TB,W  26-20,1,21,21.0,0,0
Pharoh Cooper,LA,@ SEA,L  3-24,3,21,7.0,0,0
Cobi Hamilton,PIT,@ CIN,W  24-20,1,21,21.0,0,0
Matt Asiata,MIN,vs IND,L  6-34,1,20,20.0,0,0
Kelvin Benjamin,CAR,@ WAS,W  26-15,2,20,10.0,0,0
Lance Dunbar,DAL,vs TB,W  26-20,2,20,10.0,0,0
Tyrell Williams,,vs OAK,L  16-19,4,20,5.0,0,0
Kamar Aiken,BAL,vs PHI,W  27-26,2,19,9.5,1,0
Terrelle Pryor,CLE,@ BUF,L  13-33,4,19,4.8,0,0
Russell Shepard,TB,@ DAL,L  20-26,1,19,19.0,0,0
Luke Willson,SEA,vs LA,W  24-3,3,19,6.3,1,0
Kendall Wright,TEN,@ KC,W  19-17,2,19,9.5,0,0
Jerell Adams,NYG,vs DET,W  17-6,3,18,6.0,0,0
Rex Burkhead,CIN,vs PIT,L  20-24,2,18,9.0,0,0
Chris Hogan,NE,@ DEN,W  16-3,1,18,18.0,0,0
Jeremy Langford,CHI,vs GB,L  27-30,1,18,18.0,0,0
Charone Peake,NYJ,vs MIA,L  13-34,2,18,9.0,0,0
DeVante Parker,MIA,@ NYJ,W  34-13,1,17,17.0,0,0
Dan Vitale,CLE,@ BUF,L  13-33,1,17,17.0,0,0
Devontae Booker,DEN,vs NE,L  3-16,2,16,8.0,0,0
Justin Forsett,DEN,vs NE,L  3-16,4,16,4.0,0,0
Devonta Freeman,ATL,vs SF,W  41-13,2,16,8.0,0,1
Justin Hardy,ATL,vs SF,W  41-13,1,16,16.0,0,0
Justin Hunter,BUF,vs CLE,W  33-13,1,16,16.0,0,0
Brandon Marshall,NYJ,vs MIA,L  13-34,1,16,16.0,0,0
LeSean McCoy,BUF,vs CLE,W  33-13,3,16,5.3,0,0
Dennis Pitta,BAL,vs PHI,W  27-26,2,16,8.0,0,0
Tyler Higbee,LA,@ SEA,L  3-24,1,15,15.0,0,0
Kyle Juszczyk,BAL,vs PHI,W  27-26,3,15,5.0,0,0
Mychal Rivera,OAK,@,W  19-16,1,15,15.0,0,0
Allen Robinson,JAX,@ HOU,L  20-21,2,15,7.5,0,0
Charles Sims,TB,@ DAL,L  20-26,3,15,5.0,0,0
Jordan Taylor,DEN,vs NE,L  3-16,1,15,15.0,0,0
Tavon Austin,LA,@ SEA,L  3-24,3,14,4.7,0,0
Kenneth Farrow,,vs OAK,L  16-19,2,14,7.0,0,1
Frank Gore,IND,@ MIN,W  34-6,4,14,3.5,0,0
Mark Ingram,NO,@ ARI,W  48-41,2,14,7.0,0,0
Malcolm Mitchell,NE,@ DEN,W  16-3,1,14,14.0,0,0
Neal Sterling,JAX,@ HOU,L  20-21,1,14,14.0,0,0
Dwayne Allen,IND,@ MIN,W  34-6,1,13,13.0,0,0
Anquan Boldin,DET,@ NYG,L  6-17,3,13,4.3,0,0
Tyler Boyd,CIN,vs PIT,L  20-24,2,13,6.5,0,0
Cody Core,CIN,vs PIT,L  20-24,2,13,6.5,0,0
James Develin,NE,@ DEN,W  16-3,1,13,13.0,0,0
Stefon Diggs,MIN,vs IND,L  6-34,2,13,6.5,0,0
Darren Fells,ARI,vs NO,L  41-48,1,13,13.0,0,0
Je'Ron Hamm,SF,@ ATL,L  13-41,2,13,6.5,0,0
Jalen Richard,OAK,@,W  19-16,4,13,3.2,0,0
Clive Walford,OAK,@,W  19-16,1,13,13.0,0,0
Malcolm Brown,LA,@ SEA,L  3-24,1,12,12.0,0,0
Jerome Felton,BUF,vs CLE,W  33-13,1,12,12.0,0,0
Jonathan Grimes,HOU,vs JAX,W  21-20,2,12,6.0,0,0
David Johnson,PIT,@ CIN,W  24-20,1,12,12.0,0,0
Jordan Norwood,DEN,vs NE,L  3-16,1,12,12.0,0,2
Jamize Olawale,OAK,@,W  19-16,1,12,12.0,0,0
Chris Conley,KC,vs TEN,L  17-19,2,11,5.5,0,0
Antonio Gates,,vs OAK,L  16-19,1,11,11.0,0,0
Dorial Green-Beckham,PHI,@ BAL,L  26-27,1,11,11.0,0,0
Tim Hightower,NO,@ ARI,W  48-41,3,11,3.7,0,0
Keith Mumphery,HOU,vs JAX,W  21-20,1,11,11.0,0,0
Latavius Murray,OAK,@,W  19-16,1,11,11.0,0,1
Rod Streater,SF,@ ATL,L  13-41,2,11,5.5,1,0
Darren Waller,BAL,vs PHI,W  27-26,1,11,11.0,0,0
DeAndre Washington,OAK,@,W  19-16,1,11,11.0,0,0
Josh Bellamy,CHI,vs GB,L  27-30,1,10,10.0,1,0
Sammie Coates,PIT,@ CIN,W  24-20,1,10,10.0,0,0
Coby Fleener,NO,@ ARI,W  48-41,2,10,5.0,0,0
Richard Rodgers,GB,@ CHI,W  30-27,1,10,10.0,0,0
Tajae Sharpe,TEN,@ KC,W  19-17,2,10,5.0,0,0
Sammy Watkins,BUF,vs CLE,W  33-13,1,10,10.0,0,0
Nelson Agholor,PHI,@ BAL,L  26-27,1,9,9.0,0,0
Tyler Eifert,CIN,vs PIT,L  20-24,1,9,9.0,0,0
Andre Ellington,ARI,vs NO,L  41-48,1,9,9.0,0,0
Virgil Green,DEN,vs NE,L  3-16,1,9,9.0,0,0
Austin Hooper,ATL,vs SF,W  41-13,1,9,9.0,1,0
Dion Lewis,NE,@ DEN,W  16-3,2,9,4.5,0,0
John Phillips,NO,@ ARI,W  48-41,1,9,9.0,0,0
Marcel Reece,SEA,vs LA,W  24-3,1,9,9.0,0,0
Shane Vereen,NYG,vs DET,W  17-6,2,9,4.5,0,0
Dwayne Washington,DET,@ NYG,L  6-17,2,9,4.5,0,0
Daniel Brown,CHI,vs GB,L  27-30,1,8,8.0,0,0
Tevin Coleman,ATL,vs SF,W  41-13,2,8,4.0,0,0
Jeremy Hill,CIN,vs PIT,L  20-24,1,8,8.0,0,0
Joshua Perkins,ATL,vs SF,W  41-13,1,8,8.0,0,0
Jonathan Stewart,CAR,@ WAS,W  26-15,1,8,8.0,0,0
Geronimo Allison,GB,@ CHI,W  30-27,1,7,7.0,0,0
Stephen Anderson,HOU,vs JAX,W  21-20,1,7,7.0,0,0
Alan Cross,TB,@ DAL,L  20-26,1,7,7.0,0,0
Matt Forte,NYJ,vs MIA,L  13-34,1,7,7.0,0,0
Seth DeValve,CLE,@ BUF,L  13-33,1,6,6.0,0,0
Carlos Hyde,SF,@ ATL,L  13-41,1,6,6.0,0,1
Byron Marshall,PHI,@ BAL,L  26-27,2,6,3.0,0,0
Jordan Reed,WAS,vs CAR,L  15-26,1,6,6.0,0,0
Mike Thomas,LA,@ SEA,L  3-24,1,6,6.0,0,0
Brent Celek,PHI,@ BAL,L  26-27,1,5,5.0,0,0
Lance Kendricks,LA,@ SEA,L  3-24,1,5,5.0,0,0
Ryan Mathews,PHI,@ BAL,L  26-27,1,5,5.0,0,0
Thomas Rawls,SEA,vs LA,W  24-3,2,5,2.5,0,0
Robert Woods,BUF,vs CLE,W  33-13,1,5,5.0,0,0
James Wright,CIN,vs PIT,L  20-24,1,5,5.0,0,0
Alfred Blue,HOU,vs JAX,W  21-20,1,4,4.0,0,0
De'Anthony Thomas,KC,vs TEN,L  17-19,1,4,4.0,0,0
Quinton Patton,SF,@ ATL,L  13-41,2,3,1.5,0,0
Austin Seferian-Jenkins,NYJ,vs MIA,L  13-34,1,3,3.0,0,0
Trey Burton,PHI,@ BAL,L  26-27,2,2,1.0,0,0
Ben Koyack,JAX,@ HOU,L  20-21,1,2,2.0,0,0
Jarius Wright,MIN,vs IND,L  6-34,1,2,2.0,0,0
Alex Ellis,JAX,@ HOU,L  20-21,1,1,1.0,0,0
John Kuhn,NO,@ ARI,W  48-41,2,1,0.5,0,0
Ty Montgomery,GB,@ CHI,W  30-27,2,1,0.5,0,0
Adrian Peterson,MIN,vs IND,L  6-34,1,1,1.0,0,1
Daniel Braverman,CHI,vs GB,L  27-30,0,0,0.0,0,0
Michael Campanaro,BAL,vs PHI,W  27-26,0,0,0.0,0,0
Randall Cobb,GB,@ CHI,W  30-27,0,0,0.0,0,0
Brandon Coleman,NO,@ ARI,W  48-41,0,0,0.0,0,0
Isaiah Crowell,CLE,@ BUF,L  13-33,0,0,0.0,0,0
Kenneth Dixon,BAL,vs PHI,W  27-26,0,0,0.0,0,0
Devin Funchess,CAR,@ WAS,W  26-15,0,0,0.0,0,0
Tyreek Hill,KC,vs TEN,L  17-19,0,0,0.0,0,0
Josh Huff,TB,@ DAL,L  20-26,0,0,0.0,0,0
Chris Ivory,JAX,@ HOU,L  20-21,0,0,0.0,0,0
Jesse James,PIT,@ CIN,W  24-20,0,0,0.0,0,0
Jermaine Kearse,SEA,vs LA,W  24-3,0,0,0.0,0,0
Marqise Lee,JAX,@ HOU,L  20-21,0,0,0.0,0,0
Nick O'Leary,BUF,vs CLE,W  33-13,0,0,0.0,0,0
James O'Shaughnessy,KC,vs TEN,L  17-19,0,0,0.0,0,0
Paul Perkins,NYG,vs DET,W  17-6,0,0,0.0,0,0
Breshad Perriman,BAL,vs PHI,W  27-26,0,0,0.0,0,0
Anthony Sherman,KC,vs TEN,L  17-19,0,0,0.0,0,0
Luke Stocker,TB,@ DAL,L  20-26,0,0,0.0,0,0
Adam Thielen,MIN,vs IND,L  6-34,0,0,0.0,0,0
Albert Wilson,KC,vs TEN,L  17-19,0,0,0.0,0,0
Todd Gurley,LA,@ SEA,L  3-24,1,-2,-2.0,0,0
Darren McFadden,DAL,vs TB,W  26-20,1,-2,-2.0,0,0
